Date,Forecast,Lower_CI,Upper_CI
2026-10-15,218.25125,202.84228224641586,233.6602201949904
2026-10-16,217.88011,202.49734590291675,233.26287748575513
2026-10-19,217.5204,202.16303149426454,232.87777050768858
2026-10-20,217.1717,201.83895612027112,232.5044581863695
2026-10-21,216.83374,201.52485033265603,232.14263013609397
2026-10-22,216.50616,201.22040213867345,231.79192696288905
2026-10-23,216.18866,200.92531372706594,231.45200560887156
2026-10-26,215.8809,200.63928728657612,231.12252301615825
2026-10-27,215.58264,200.36208173190045,230.80320147122455
2026-10-28,215.29356,200.0934134332699,230.493714252277
2026-10-29,215.01337,199.8329987609156,230.1937346375219
2026-10-30,214.74185,199.58065335548767,229.90305025779358
2026-11-02,214.47867,199.33605104275188,229.62128538302937
2026-11-03,214.22362,199.0990074633584,229.34822764406348
2026-11-04,213.97643,198.86926735051517,229.0835829912817
2026-11-05,213.7369,198.6466463448724,228.82713905551822
2026-11-06,213.50473,198.43087499814962,228.57858545106913
2026-11-09,213.27975,198.2217831324854,228.33772614485835
2026-11-10,213.06172,198.01914384406462,228.104299759451
2026-11-11,212.85045,197.8227869550259,227.87811026177098
2026-11-12,212.64569,197.6324855615541,227.6588962743834
2026-11-13,212.44728,197.4480836672763,227.44647810030182
2026-11-16,212.25502,197.2693969128427,227.24064337036043
2026-11-17,212.0687,197.096226757415,227.04116337930375
2026-11-18,211.88815,196.92843138610877,226.84787476623498
2026-11-19,211.71321,196.76584062106264,226.660581498078
2026-11-20,211.54369,196.60828428441522,226.47908754175666
2026-11-23,211.37941,196.4556063797936,226.30321320028452
2026-11-24,211.22025,196.3076792738018,226.13281144885445
2026-11-25,211.06602,196.16434697006682,225.96770259048006
2026-11-26,210.91653,196.02541092775047,225.80765791990578
2026-11-27,210.77177,195.8908711468527,225.65267743713167
2026-11-30,210.63145,195.76045817909306,225.5024507564538
2026-12-01,210.49548,195.63408693554086,225.35687986133414
2026-12-02,210.36377,195.5116723272654,225.2158667352346
2026-12-03,210.23615,195.39305835789375,225.07923168116875
2026-12-04,210.11249,195.27813157551833,224.94684401041917
2026-12-07,209.99266,195.16676434674318,224.8185566981787
2026-12-08,209.87656,195.05885740114908,224.69425539181967
2026-12-09,209.76408,194.95432564980544,224.57384207480393
2026-12-10,209.65512,194.8530556408046,224.45718605841415
2026-12-11,209.54951,194.75490555926214,224.34412398175348
2026-12-14,209.44722,194.6598328607127,224.23460683655293
2026-12-15,209.34811,194.5677240932487,224.12850393409505
2026-12-16,209.25208,194.47846580496258,224.02568458566242
2026-12-17,209.15906,194.392015451389,223.926099782986
2026-12-18,209.06892,194.3082453991319,223.82960250125873
2026-12-21,208.98158,194.22707055926062,223.7360947239425
2026-12-22,208.89699,194.14844838730986,223.64552744276827
2026-12-23,208.815,194.07225124988352,223.55775363292898
2026-12-24,208.7356,193.99845078400475,223.47274062224525
2026-12-25,208.65868,193.92696190074284,223.39039039417904
2026-12-28,208.58414,193.8576853296787,223.31058859610255
2026-12-29,208.51193,193.79057852634696,223.2332862197468
2026-12-30,208.44197,193.72555640181696,223.15838524857367
2026-12-31,208.37419,193.66256223013488,223.0858203382245
2027-01-01,208.30855,193.6015534668354,223.0155424804302
2027-01-04,208.24493,193.5424308414994,222.9474373225631
2027-01-05,208.18332,193.48516599114996,222.8814721924438
2027-01-06,208.12363,193.42968800834487,222.81756540962388
2027-01-07,208.06578,193.37592598564186,222.75563529365502
2027-01-08,208.00975,193.32385156006407,222.6956491723578
2027-01-11,207.95547,193.2734080056577,222.63754170137355
2027-01-12,207.90288,193.2245244149805,222.58123120025388
2027-01-13,207.85193,193.1771724250556,222.5266849968194
2027-01-14,207.8026,193.13132367290606,222.4738704188908
2027-01-15,207.75478,193.08687888811284,222.4226731138403
2027-01-18,207.70847,193.04383807067583,222.37309308166792
2027-01-19,207.66359,193.0021303131529,222.32504864192524
2027-01-20,207.62015,192.96175561554395,222.2785397946123
2027-01-21,207.578,192.92258634445304,222.23341951492196
2027-01-22,207.53723,192.88469340732235,222.18976948330265
2027-01-25,207.4977,192.8479491707559,222.14744267494723
2027-01-26,207.45941,192.81236781624207,222.10645542594543
2027-01-27,207.42235,192.77792098080405,222.06677506411782
2027-01-28,207.38641,192.7445235755111,222.0283035729264
2027-01-29,207.35161,192.71217560036322,221.99104095237115
2027-02-01,207.3179,192.68084869238356,221.9549545302727
2027-02-02,207.28522,192.65047194412986,221.91996262618264
2027-02-03,207.25359,192.621073718579,221.88609791228038
2027-02-04,207.22296,192.59261147126563,221.85331138029687
2027-02-05,207.19327,192.56501429474756,221.8215213497837
2027-02-08,207.16449,192.5382680075363,221.7907114846512
2027-02-09,207.13664,192.51238679112032,221.76089812098905
2027-02-10,207.10965,192.48729973805737,221.73199957834888
2027-02-11,207.08351,192.46300684834748,221.70401585673065
2027-02-12,207.05818,192.43946557752525,221.67689794786537
2027-02-15,207.03365,192.4166617441023,221.65062951566333
2027-02-16,207.00987,192.3945669851017,221.62517788794517
