Dataset,Model,MAE,RMSE,MAPE
TSLA,ARIMA,46.85688792475316,65.7795700219751,13.189403781782072
SPY,ARIMA,32.30948426313095,39.33207994997608,5.030780669762759
BND,ARIMA,1.8235034167861208,2.133244382103637,2.471913846212915
TSLA,LSTM,13.928787785830387,17.83201545324288,4.318155152233972
SPY,LSTM,20.324751804444173,23.725308454915897,3.1838448865762654
BND,LSTM,0.2901009292338546,0.3654322730622912,0.3964054016948664
