Price,Adj Close,Close,High,Low,Open,Volume,Daily_Return,Rolling_Mean_20,Rolling_STD_20,Close_Scaled
Ticker,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY,SPY
Date,,,,,,,,,,
2024-01-09,460.00323486328125,473.8800048828125,474.92999267578125,471.3500061035156,471.8699951171875,65931400,-0.0015170695563498926,471.4315017700195,4.086901469269782,0.5046210415711575
2024-01-10,462.6047058105469,476.55999755859375,477.45001220703125,473.8699951171875,474.1600036621094,67310600,0.0056554246817059894,472.16000213623045,3.5828361455781557,0.5092680784607236
2024-01-11,462.4009094238281,476.3500061035156,478.1199951171875,472.260009765625,477.5899963378906,77940700,-0.00044064012118916196,472.77250213623046,3.1538368802195405,0.5089039587946289
2024-01-12,462.72119140625,476.67999267578125,478.6000061035156,475.2300109863281,477.8399963378906,58026400,0.00069273972507089,473.08150177001954,3.2214875213779566,0.5094761468413491
2024-01-16,461.0224609375,474.92999267578125,476.6099853515625,473.05999755859375,475.260009765625,85014900,-0.0036712260361014826,473.22750091552734,3.2365036663276983,0.5064416928183098
2024-01-17,458.459716796875,472.2900085449219,472.7900085449219,469.8699951171875,471.82000732421875,68843900,-0.0055586805878179435,473.37550201416013,3.114265572338265,0.5018640296945117
2024-01-18,462.5367736816406,476.489990234375,477.05999755859375,472.4200134277344,474.010009765625,91856200,0.00889280233217904,473.60150146484375,3.170401273002234,0.5091466875997992
2024-01-19,468.3028564453125,482.42999267578125,482.7200012207031,476.5400085449219,477.6499938964844,110834500,0.01246616416534696,473.98100128173826,3.731130953814846,0.519446495774193
2024-01-22,469.29302978515625,483.45001220703125,485.2200012207031,482.7799987792969,484.010009765625,75844900,0.002114336891851476,474.7405014038086,4.038636044919506,0.5212151828428675
2024-01-23,470.66162109375,484.8599853515625,485.1099853515625,482.8900146484375,484.010009765625,49945300,0.0029164817642561847,475.34850006103517,4.59260362359677,0.5236600392318964
2024-01-24,471.1761779785156,485.3900146484375,488.7699890136719,484.8800048828125,487.80999755859375,81765000,0.0010931594952936496,475.9355010986328,5.087672616914685,0.524579096107457
2024-01-25,473.73883056640625,488.0299987792969,488.30999755859375,485.3900146484375,487.5799865722656,72525000,0.0054388925424671,476.55450134277345,5.759824440952709,0.529156759231255
2024-01-26,473.1369934082031,487.4100036621094,489.1199951171875,486.5400085449219,487.5899963378906,76641600,-0.0012704037021049608,477.09950103759763,6.250201815599766,0.5280817039869039
2024-01-29,476.8839416503906,491.2699890136719,491.4200134277344,487.1700134277344,487.7300109863281,61322800,0.007919380649885843,477.82850036621096,7.004666384242435,0.5347748171748594
2024-01-30,476.5151062011719,490.8900146484375,491.6199951171875,490.1099853515625,490.55999755859375,58618400,-0.0007734532410523798,478.6075012207031,7.554591229538545,0.534115951608438
2024-01-31,468.73968505859375,482.8800048828125,489.0799865722656,482.8599853515625,488.6199951171875,126011100,-0.016317320635176435,479.1190017700195,7.475908190027101,0.5202268051182175
2024-02-01,474.8746032714844,489.20001220703125,489.2300109863281,483.79998779296875,484.6300048828125,91891600,0.013088152875065706,480.139501953125,7.384211891672346,0.5311855317757115
2024-02-02,479.8738098144531,494.3500061035156,496.04998779296875,489.29998779296875,489.6499938964844,99228200,0.010527378920638375,481.4930023193359,7.383970766981277,0.5401154858887489
2024-02-05,478.12646484375,492.54998779296875,494.3800048828125,490.2300109863281,493.70001220703125,75757100,-0.003641181932482751,482.72450103759763,7.047345823320484,0.5369943014293297
2024-02-06,479.51458740234375,493.9800109863281,494.32000732421875,492.04998779296875,493.5199890136719,55918600,0.0029033057127196837,483.6935012817383,7.202106551211599,0.5394739240762606
2024-02-07,483.5139465332031,498.1000061035156,498.5299987792969,495.3599853515625,496.2900085449219,70556500,0.008340408570300495,484.9045013427734,7.495432586008862,0.5466178873666906
2024-02-08,483.72747802734375,498.32000732421875,498.7099914550781,497.260009765625,498.1000061035156,52343600,0.000441680823142665,485.9925018310547,7.793785781872435,0.546999363703397
2024-02-09,486.5231628417969,501.20001220703125,501.6499938964844,498.489990234375,498.8399963378906,63979400,0.0057794285609300555,487.2350021362305,8.148404258610707,0.5519932165051248
2024-02-12,486.3096008300781,500.9800109863281,503.5,500.239990234375,501.1700134277344,56502300,-0.0004389489532020674,488.4500030517578,8.301952358703758,0.5516117401684184
2024-02-13,479.6116638183594,494.0799865722656,497.0899963378906,490.7200012207031,494.5299987792969,113099200,-0.01377305334094614,489.40750274658205,7.746292039694374,0.5396472791156628
2024-02-14,483.9702453613281,498.57000732421875,499.07000732421875,494.3999938964844,496.7900085449219,68387800,0.009087639398436487,490.72150268554685,6.869102188019803,0.5474328571352598
2024-02-15,487.30950927734375,502.010009765625,502.20001220703125,498.79998779296875,499.2900085449219,61683000,0.00689973803251509,491.99750366210935,6.443428345895075,0.5533977309910258
2024-02-16,484.88262939453125,499.510009765625,502.8699951171875,498.75,501.70001220703125,75532900,-0.004979980381600746,492.85150451660155,6.237204756929194,0.5490627966723981
2024-02-20,482.21319580078125,496.760009765625,498.4100036621094,494.45001220703125,497.7200012207031,71736700,-0.0055053951797489065,493.5170043945312,5.881202411526506,0.5442943689219075
2024-02-21,482.6500244140625,497.2099914550781,497.3699951171875,493.55999755859375,495.4200134277344,59293400,0.0009058331600915182,494.134504699707,5.564219983556265,0.5450746253492533
2024-02-22,492.63873291015625,507.5,508.489990234375,503.0199890136719,504.010009765625,76402500,0.020695498324175388,495.24000396728513,5.92042904844505,0.5629172298213952
2024-02-23,492.9784240722656,507.8500061035156,510.1300048828125,507.1000061035156,509.2699890136719,61321800,0.0006896671990455072,496.2310043334961,6.296885056096088,0.563524131209339
2024-02-26,491.17291259765625,505.989990234375,508.75,505.8599853515625,508.29998779296875,50386700,-0.003662529972996542,497.1600036621094,6.297582763926874,0.560298912559607
2024-02-27,492.0854187011719,506.92999267578125,507.1600036621094,504.75,506.70001220703125,48854500,0.0018577490850577583,497.94300384521483,6.497084575874378,0.5619288520967453
2024-02-28,491.43499755859375,506.260009765625,506.8599853515625,504.9599914550781,505.3299865722656,56506600,-0.0013216478011486288,498.71150360107424,6.527859910093681,0.5607671193326931
2024-02-29,493.2017517089844,508.0799865722656,509.739990234375,505.3500061035156,508.07000732421875,83924800,0.003594944833748892,499.97150268554685,5.689446891848118,0.5639229112999783
2024-03-01,497.83197021484375,512.8499755859375,513.2899780273438,508.55999755859375,508.9800109863281,76844800,0.00938826393429193,501.1540008544922,5.789692890201539,0.5721939469299158
2024-03-04,497.2981262207031,512.2999877929688,514.2000122070312,512.0,512.030029296875,49799300,-0.0010724145835053767,502.05149993896487,6.064213055306747,0.5712402825464892
2024-03-05,492.3280944824219,507.17999267578125,510.70001220703125,504.9100036621094,510.239990234375,72855600,-0.00999413476319777,502.78300018310546,5.730985825779302,0.5623623455286081
2024-03-06,494.82281494140625,509.75,512.0700073242188,508.4200134277344,510.54998779296875,68382400,0.005067249026642129,503.5714996337891,5.5376777012989535,0.5668186707081603
